OGC_FID,status,licensetype,issuedate,premisesaddress,x,y,business
4113,ACTIVE,21,2011-08-02T,"1991 OCEANSIDE BLVD, OCEANSIDE, CA  92054-4401",6223998.0272,2016511.48092,Fire Mountain Market
4114,ACTIVE,41,2011-08-24T,"600 UNIVERSITY AVE, SAN DIEGO, CA  92103",6282194.82312,1853410.82099,Ki Ki Sushi
4115,ACTIVE,41,2011-09-29T,"314 HIGHLAND AVE, NATIONAL CITY, CA  91950-1510",6299937.18415,1828982.79186,Rincon Del Mar
4116,ACTIVE,47,2012-06-11T,"7007 FRIARS RD, STE D394, SAN DIEGO, CA  92108-1151",6279928.99084,1860326.07628,True Food
4117,ACTIVE,41,2011-12-08T,"6364 EL CAJON BLVD, SAN DIEGO, CA  92115-2643",6312230.7205,1859064.72022,Cheba Hut
4118,ACTIVE,20,2012-05-09T,"ONE PARK BLVD, STE A, SAN DIEGO, CA  92101-7897",-1,-1,Travel Traders 3048
4119,ACTIVE,42,2012-01-09T,"1029 ROSECRANS ST, SAN DIEGO, CA  92106-3018",6259557.80371,1843370.04536,Westys Antique & Tavern
4120,ACTIVE,48,2011-08-02T,"231 AIRPORT RD, OCEANSIDE, CA  92058-1201",6225534.69272,2023133.90107,O.M.T.I. Pub
4121,ACTIVE,47,2012-02-24T,"4025 4033 4039 & 4045 GOLDFINCH ST, SAN DIEGO, CA  92103-1374",-1,-1,Brooklyn Girl Eatery Bar Pantry
4122,SUREND,41,2011-09-06T,"13219 BLACK MOUNTAIN RD #7, SAN DIEGO, CA  92129-2658",6311404.00212,1988915.90405,Smash Burger
4123,ACTIVE,41,2011-11-28T,"3001 BONITA RD, STE 100, CHULA VISTA, CA  91910-3265",6312700.96,1816635.579,Memelas & Thai Bistro
4124,ACTIVE,41,2011-10-26T,"528 5TH AVE, SAN DIEGO, CA  92101-6914",6304467.834,1985558.905,Burger Lounge
4125,ACTIVE,20,2011-07-11T,"3347 EL CAJON BLVD, SAN DIEGO, CA  92104",6293779.4576,1855593.87277,Cost Mart
4126,ACTIVE,20,2012-01-26T,"8445 LOS COCHES RD, EL CAJON, CA  92021-2014",6360890.285,1881708.39575,Eagle Gas
4127,ACTIVE,41,2011-12-07T,"127 N EL CAMINO REAL, STE 127-E, ENCINITAS, CA  92024-2802",6261019.797,1936914.786,Kebab Shop The
4128,ACTIVE,47,2011-07-29T,"17750 OLD COACH RD, POWAY, CA  92064",6324999.22885,1957272.64988,Maderas Country Club
4129,ACTIVE,41,2011-09-08T,"926 TURQUOISE ST, STE H, SAN DIEGO, CA  92109-1186",6252278.53511,1875785.34446,Table 926
4130,ACTIVE,47,2013-04-08T,"100 & 104 ORANGE AVE, CORONADO, CA  92118-1409",6277003.367,1833465.739,Nicky Rottens Bar & Burger Joint
4131,ACTIVE,47,2011-09-30T,"1047 5TH AVE, SAN DIEGO, CA  92101-5101",6303906.08543,1985053.0603,Palomar San Diego
4132,ACTIVE,41,2012-01-31T,"5620 BALTIMORE DR, LA MESA, CA  91942",6320856.1936,1865131.85185,Guss Subs & Pizza 2
4133,SUREND,20,2011-10-25T,"1605 CACTUS RD, SAN DIEGO, CA  92154",6334373.35411,1787130.56316,
4134,ACTIVE,47,2011-10-20T,"2750 DEWEY RD, # 193, SAN DIEGO, CA  92106-6142",6265746.57367,1849546.51221,Slater'S 50/50
4135,ACTIVE,41,2012-04-05T,"3720 CAMINO DEL RIO W, SAN DIEGO, CA  92110-4403",-1,-1,Cotixan Mexican Grill
4136,ACTIVE,47,2011-11-16T,"3950 5TH AVE, SAN DIEGO, CA  92103",6304467.834,1985558.905,Snooze Eatery
4137,ACTIVE,20,2011-08-25T,"5466 COMPLEX ST, #204, SAN DIEGO, CA  92123",6289632.63199,1884197.62175,Wine Factor
4138,ACTIVE,47,2011-12-23T,"12213 POWAY RD, POWAY, CA  92064-4217",6311311.92555,1926649.79799,Mexicocina
4139,ACTIVE,20,2011-09-13T,"4600 CHEROKEE AVE, SAN DIEGO, CA  92116-3647",6295920.59405,1857796.41358,Cherokee Market
4140,ACTIVE,21,2011-07-07T,"1112 FORT STOCKTON DR, SAN DIEGO, CA  92103",6277725.6428,1854282.27778,Ibis Market
4141,ACTIVE,20,2012-03-06T,"681 HIGHWAY 75, IMPERIAL BEACH, CA  91932",6294179.45899,1793435.88566,Beach Side Station
4142,ACTIVE,41,2012-03-07T,"7030 EL CAJON BLVD, SAN DIEGO, CA  92115-1824",6316887.15785,1860537.03113,Thai Taste 1
4143,SUREND,42,2011-12-28T,"1073 3RD AVE, CHULA VISTA, CA  91911-2008",-1,-1,Cv Sports Bar & Grill
4144,ACTIVE,41,2011-08-11T,"1011 S SANTA FE AVE, STE A & B, VISTA, CA  92083-6918",6261624.04229,2014932.77139,Thai Style Restaurant
4145,ACTIVE,47,2011-10-20T,"300 CARLSBAD VILLAGE DR, STE 202, CARLSBAD, CA  92008",6224874.7813,2003406.33646,Compass Food And Drink The
4146,ACTIVE,21,2011-12-30T,"553 W 9TH AVE, ESCONDIDO, CA  92025",-1,-1,Five Star Market
4147,ACTIVE,41,2011-11-28T,"101 W BROADWAY, STE 150, SAN DIEGO, CA  92101-8201",6280453.56766,1841232.21605,Chipotle Mexican Grill
4148,ACTIVE,41,2012-04-05T,"1526 INDIA ST, STE A, SAN DIEGO, CA  92101-2464",6279182.86523,1843431.45301,Isola Pizza Bar
4149,ACTIVE,21,2011-12-08T,"3949 CLAIREMONT DR, STE 7, SAN DIEGO, CA  92117-5552",6269580.2887,1876919.32716,Clairemont Liquor
4150,ACTIVE,41,2011-10-04T,"4681 CONVOY ST, STE C & D, SAN DIEGO, CA  92111-2330",6283857.60767,1881411.04404,Liangs Kitchen
4151,ACTIVE,41,2012-02-08T,"7327 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92111",6282135.27663,1883613.8878,San Diego Ktv Restaurant
4152,ACTIVE,41,2012-02-16T,"2920 UNIVERSITY AVE, SAN DIEGO, CA  92104-2934",6290823.93975,1853342.46087,Casa De Luz
4153,ACTIVE,47,2011-11-09T,"10920 ROSELLE ST, STES 107 & 108, SAN DIEGO, CA  92121-1529",6262244.10873,1909374.84486,Ali Babas Cave
4154,ACTIVE,47,2012-03-27T,"14455 PENASQUITOS DR, SAN DIEGO, CA  92129-1603",6303811.77367,1937003.09821,Doubletree San Diego Golf Resort
4155,ACTIVE,41,2011-12-06T,"1526 E 18TH ST, NATIONAL CITY, CA  91950-5025",6303803.83673,1825169.06122,Guanatos Mexican Grill
4156,ACTIVE,47,2012-06-21T,"710 CAMINO DEL MAR, DEL MAR, CA  92014-3008",-1,-1,Hotel Indigo
4157,ACTIVE,41,2012-01-25T,"3755 MURPHY CANYON RD, STE J, SAN DIEGO, CA  92123",6295594.03739,1875869.43609,Bangkok Spices Thai Restaurant 2
4158,ACTIVE,41,2011-08-25T,"507 W WASHINGTON AVE, ESCONDIDO, CA  92025-1628",6304322.91864,1990297.78298,Rancho Las Palmas Mexican Grill & Seafood
4159,ACTIVE,47,2012-04-18T,"431 E ST, SAN DIEGO, CA  92101",6281621.71056,1840962.94614,Los Panchos De Charly
4160,ACTIVE,41,2011-11-02T,"10330 FRIARS RD, STE 104 & 105, SAN DIEGO, CA  92120",6299892.07692,1868419.38462,Jade Thai Mandarin Cuisine
4161,ACTIVE,47,2011-12-22T,"1660 INDIA ST, SAN DIEGO, CA  92101",6279150.25988,1844018.89506,Prep Kitchen Little Italy
4162,ACTIVE,47,2011-10-24T,"3501 SEAGATE WAY, OCEANSIDE, CA  92056-2673",6237205.37449,2020465.65509,Courtyard Oceanside
4163,ACTIVE,41,2012-02-15T,"4690 CONVOY ST, STE 104, SAN DIEGO, CA  92111-2317",6283408.67952,1881771.17263,Jeongwon
4164,ACTIVE,20,2011-10-12T,"2315 VISTA WAY, OCEANSIDE, CA  92054-5663",6229253.52831,2011678.22031,Vista Handwash & Gas
4165,ACTIVE,41,2011-10-11T,"4620 CONVOY ST, STE A-C, SAN DIEGO, CA  92111-2328",6283424.14366,1880892.21841,Korea Bbq House
4166,ACTIVE,47,2012-02-02T,"100 HARBOR DR, STE 101, SAN DIEGO, CA  92101",6280976.77429,1838945.41157,Serenity Sd
4167,ACTIVE,47,2011-12-29T,"5225 KEARNY VILLA RD, SAN DIEGO, CA  92123",6287900.92429,1882675.16252,Elbow Room
4168,ACTIVE,20,2011-09-13T,"3276 MONROE AVE, SAN DIEGO, CA  92116-4534",6293176.70093,1857169.87715,Jpa Market
4169,ACTIVE,70,2012-02-14T,"1865 HOTEL CIR S, SAN DIEGO, CA  92108-3319",6275321.85874,1857686.75149,Residence Inn Mission Valley
4170,ACTIVE,21,2012-04-17T,"2911 JAMACHA RD, EL CAJON, CA  92019",6349811.49901,1849247.84836,Target T1140
4171,ACTIVE,41,2011-12-08T,"2822 IMPERIAL AVE, SAN DIEGO, CA  92102",6289951.06365,1838063.87326,Las Morelianas
4172,ACTIVE,42,2012-05-16T,"1624 W LEWIS ST, SAN DIEGO, CA  92103",6276269.18238,1854662.17412,Mission Hills Wine Cellar
4173,ACTIVE,41,2012-03-13T,"1643 INDIA ST, SAN DIEGO, CA  92101-2515",6279327.90184,1843915.52929,Panetteria
4174,SUREND,41,2011-11-09T,"3460 MARRON RD, STE 107, OCEANSIDE, CA  92056",6241611.63279,2010100.31645,Smash Burger
4175,ACTIVE,41,2011-11-04T,"3019-3023 JUNIPER ST, SAN DIEGO, CA  92104-5442",6291074.994,1846402.994,Juan Chou
4176,ACTIVE,48,2011-10-04T,"8342-44 LA MESA BLVD, LA MESA, CA  91941-5218",6329239.622,1861652.649,Regal Bar The
4177,ACTIVE,41,2011-09-13T,"16425 BERNARDO CENTER DR, SAN DIEGO, CA  92128-2523",6307773.86097,1948979.27441,Pho Hoang Express
4178,ACTIVE,20,2011-10-27T,"10 OSBORN ST, NATIONAL CITY, CA  91950-1115",6296965.41782,1829119.2037,National City Valero
4179,ACTIVE,21,2011-11-09T,"3255 SPORTS ARENA BLVD, SAN DIEGO, CA  92110",6265417.40896,1856122.64545,Ralphs 201
4180,ACTIVE,21,2011-11-02T,"320 E ST, CHULA VISTA, CA  91910-2613",6305513.31865,1815424.61728,King Liquor
4181,ACTIVE,41,2011-10-31T,"4651 MISSION GORGE PL, STE B, SAN DIEGO, CA  92120",6302580.67619,1865537.00859,Chris Ono Grinds Cafe And Grill
4182,ACTIVE,41,2012-04-11T,"2558 LANING RD, STE C103, SAN DIEGO, CA  92106-6479",6263972.28525,1846013.47,Sushiya
4183,ACTIVE,47,2011-10-13T,"1617 1ST AVE, SAN DIEGO, CA  92101-3003",-1,-1,Four Points By Sheraton San Diego Downtown
4184,ACTIVE,48,2011-10-06T,"13321 HIGHWAY 8 BUSINESS, EL CAJON, CA  92021",6360516.08711,1883344.72413,Dons Cocktail Lounge
4185,ACTIVE,47,2011-10-04T,"2990 JAMACHA RD, STE 100, EL CAJON, CA  92019-4320",6348891.84319,1849907.51852,Da Boyz Pizza & Pasta
4186,ACTIVE,41,2011-09-29T,"13332 POWAY RD, POWAY, CA  92064-4626",6318880.74662,1928587.82449,Bongiornos Pizzeria
4187,ACTIVE,41,2011-11-02T,"4887 CONVOY ST, SAN DIEGO, CA  92111-1610",6284562.83474,1882903.22873,O Zone Billiard Cafe
4188,ACTIVE,47,2011-12-30T,"200 HARBOR DR, STE 120, SAN DIEGO, CA  92101-8403",6280976.77429,1838945.41157,San Diego Wine & Culinary Center
4189,ACTIVE,41,2011-10-18T,"396 BROADWAY, CHULA VISTA, CA  91910-3502",6302525.97127,1811731.10952,La Nena Restaurant
4190,ACTIVE,41,2012-06-19T,"2130 BIRCH RD, STE 101, CHULA VISTA, CA  91915-2025",6342637.88092,1806245.10043,Mandarin Beijing
4191,ACTIVE,21,2011-11-16T,"3963 GOVERNOR DR, SAN DIEGO, CA  92122",6268866.91179,1891800.19136,Courtesy Liquor
4192,ACTIVE,41,2011-11-21T,"11134 RANCHO CARMEL DR, SAN DIEGO, CA  92128-4671",6306341.47658,1937252.61328,Chipotle Mexican Grill
4193,ACTIVE,41,2012-01-27T,"1166 ROSECRANS ST, SAN DIEGO, CA  92106",6259798.03687,1844056.56024,Guss Subs & Pizza
4194,ACTIVE,42,2012-05-22T,"4108 ADAMS AVE, SAN DIEGO, CA  92116-2506",6298199.77276,1858720.01128,Clem'S Tap House
4195,ACTIVE,47,2012-01-12T,"ONE MARKET PLACE, SAN DIEGO, CA  92101-7714",-1,-1,Manchester Grand Hyatt San Diego
4196,ACTIVE,41,2011-11-02T,"3737 MURPHY CANYON RD, #F, SAN DIEGO, CA  92123-2671",6295852.4698,1875387.98592,Smash Burger
4197,ACTIVE,47,2011-10-26T,"110 KNOLL RD, SAN MARCOS, CA  92069-1529",6278741.03247,1995340.17114,Cool Hand Lukes Wild West Grill
4198,ACTIVE,47,2011-12-22T,"220-22 PALM AVE, IMPERIAL BEACH, CA  91932",6227480.891,2001946.927,Mickie'S Bar & Grill
4199,ACTIVE,20,2011-11-09T,"272 HARBOR DR S, OCEANSIDE, CA  92054-1037",6212546.0005,2019485.18675,Oceanside Harbor Market
4200,ACTIVE,41,2011-09-23T,"1020 W SAN MARCOS BLVD, STE 150, SAN MARCOS, CA  92078-4031",6273642.80195,1994116.45617,Katsu Seafood Restaurant
4201,ACTIVE,41,2012-02-02T,"4715 MONROE AVE, SAN DIEGO, CA  92115-3202",6302637.1547,1856926.37432,Romeo And Julieta Wine Bar Cafe
4202,SUREND,47,2012-01-26T,"4130 PARK BLVD, SAN DIEGO, CA  92103-2511",6285975.55397,1854972.00617,Gulf Coast Grill
4203,ACTIVE,51,2011-11-02T,"3835 N HARBOR DR, TERMINAL 2, SAN DIEGO, CA  92101",6268428.02983,1846502.67514,Delta Sky Club
4204,ACTIVE,41,2011-12-22T,"4545 LA JOLLA VILLAGE DR, STE FC3, SAN DIEGO, CA  92122",6266744.48238,1898254.34721,Simon'S Burger Company
4205,ACTIVE,41,2011-11-16T,"8862 NAVAJO RD, SAN DIEGO, CA  92119",6328870.21971,1873112.18111,Q-Sei Inc
4206,ACTIVE,41,2012-02-15T,"3797 PARK BLVD, SAN DIEGO, CA  92103",6286206.22148,1852921.96345,Heat Bar & Kitchen
4207,ACTIVE,41,2011-12-08T,"4637 CONVOY ST, STE 104, SAN DIEGO, CA  92111-2320",6283790.72115,1881183.49357,Nozomi Noodles & Teriyaki
4208,ACTIVE,41,2012-01-27T,"3555 ROSECRANS ST, STE 104A, SAN DIEGO, CA  92110",6267993.23043,1853917.21885,Kimiya Sushi
4209,ACTIVE,20,2012-01-04T,"404 E CHASE AVE, EL CAJON, CA  92020",6344240.96613,1864586.43954,El Cajon Arco
4210,ACTIVE,41,2011-11-21T,"815 BIRMINGHAM DR, ENCINITAS, CA  92007-1401",6248015.53436,1954491.06641,Hunan Manor
4211,ACTIVE,41,2012-11-19T,"1235 & 1237 28TH ST, SAN DIEGO, CA  92102",6289834.487,1840410.994,Giorginos
4212,ACTIVE,47,2012-01-18T,"6941 EL CAMINO REAL, CARLSBAD, CA  92009-4108",6261019.797,1936914.786,Cinepolis Luxury Cinemas
4213,ACTIVE,41,2011-10-26T,"205 W MISSION AVE, STE R, ESCONDIDO, CA  92025-1733",6305277.14089,1991681.06725,El Tejate Restaurant
4214,ACTIVE,44,2011-12-23T,"2838 GARRISON ST FISHERMANS LANDING, SAN DIEGO, CA  92106",6261042.57217,1845099.39197,Excel Sportfishing
4215,ACTIVE,41,2011-12-08T,"3914 30TH ST, SAN DIEGO, CA  92104",6290939.36082,1853391.90315,Sipz Cafe
4216,ACTIVE,20,2011-10-25T,"3310 VIA DE LA VALLE, STE B, OCEANSIDE, CA  92058-1325",6226466.61616,2024088.33333,Gift Specialists Inc
4217,ACTIVE,42,2011-11-14T,"3968 5TH AVE, SAN DIEGO, CA  92103",6304467.834,1985558.905,Wine Lover The
4218,ACTIVE,47,2012-12-19T,"750 W FIR ST, STE 101, SAN DIEGO, CA  92101",6279000.52,1844469.27825,Underbelly
4219,ACTIVE,47,2012-11-13T,"143 E MAIN ST, EL CAJON, CA  92020",6343075.34531,1869645.5456,Palm Restaurant The
4220,ACTIVE,47,2012-01-23T,"11040 RANCHO CARMEL DR, STE 2, SAN DIEGO, CA  92128-4289",6306251.08598,1936457.46914,Cafe Luna
4221,ACTIVE,47,2012-05-25T,"1007 5TH AVE, STE 101, SAN DIEGO, CA  92101-5127",6304020.05528,1985119.39196,Crab Hut
4222,ACTIVE,41,2011-12-09T,"1158 W SAN MARCOS BLVD, STE 103, SAN MARCOS, CA  92078-4080",6273642.80195,1994116.45617,Massachusetts Mikes Pizzeria
4223,ACTIVE,20,2011-12-12T,"900 N SANTA FE AVE, VISTA, CA  92083",6257228.44956,2022218.05778,7 Eleven #2111-24085
4224,ACTIVE,47,2012-10-25T,"4505 LA JOLLA VILLAGE DRIVE, C-1, SAN DIEGO, CA  92122",6266744.48238,1898254.34721,Seasons 52
4225,SUREND,41,2011-11-09T,"1711 UNIVERSITY DR, STE 140-150, VISTA, CA  92083-7794",6267021.48467,2006742.50866,Smash Burger
4226,ACTIVE,41,2011-11-09T,"2434 VISTA WAY, OCEANSIDE, CA  92054",6229565.92217,2012173.20104,Broken Yolk Cafe
4227,ACTIVE,86,2012-01-27T,"1750 CAMINO DEL RIO NORTH, SAN DIEGO, CA  92108-1515",-1,-1,Bed Bath & Beyond
4228,ACTIVE,47,2012-06-05T,"1851-1853 BACON ST, SAN DIEGO, CA  92107",6254487.999,1853837.5,Raglan Public House
4229,ACTIVE,47,2012-03-12T,"14771 POMERADO RD, BLDG 2 SPACE F, POWAY, CA  92064-2802",6312293.43609,1938125.94295,Villa Capri Ristorante
4230,SUREND,47,2012-03-22T,"805 E VALLEY PKWY, ESCONDIDO, CA  92025-3357",6314698.66667,1979137.2461,Mango Mango
4231,ACTIVE,21,2012-04-11T,"988 CIVIC CENTER DR, STE G & H, VISTA, CA  92083-5246",6259724.17161,2014465.4029,Rancho Vista Market
4232,ACTIVE,47,2012-08-02T,"3515 5TH AVE, SAN DIEGO, CA  92103-5016",6304467.834,1985558.905,Sally And Henry'S Doghouse Bar & Grill
4233,ACTIVE,47,2012-10-31T,"738 5TH AVE, SAN DIEGO, CA  92101-6918",6304467.834,1985558.905,Escape Fish Bar
4234,ACTIVE,47,2012-02-16T,"4738 4TH ST, LA MESA, CA  91941",-1,-1,Johnny B'S Burgers & Brew
4235,ACTIVE,41,2012-04-25T,"3231 MISSION BLVD, SAN DIEGO, CA  92109-7728",6253943.59125,1862414.19753,Starkeys
4236,ACTIVE,41,2011-11-30T,"1717 E VISTA WAY, STE 101 & 102, VISTA, CA  92084-3409",6262668.31432,2027289.45178,Pho Tau Bay Ltt 2
4237,ACTIVE,21,2012-05-10T,"4921 NEWPORT AVE, SAN DIEGO, CA  92107-3112",6254194.92404,1852617.59283,Newport Quick Stop Liquor
4238,ACTIVE,41,2012-05-10T,"1045 UNIVERSITY AVE, SAN DIEGO, CA  92103",6283645.91075,1853173.35177,Pita Jungle
4239,ACTIVE,41,2012-05-02T,"7947 BALBOA AVE, SAN DIEGO, CA  92111",6284498.45001,1879796.89284,Hinotez
4240,ACTIVE,21,2012-05-03T,"14823 POMERADO RD, POWAY, CA  92064-2803",6312973.41128,1937864.80751,Target T0296
4241,ACTIVE,21,2012-09-10T,"280 E VIA RANCHO PKWY, ESCONDIDO, CA  92025-8005",6236875.005,2025732.217,Target T2802
4242,ACTIVE,21,2012-11-29T,"1950 MAIN ST, SAN DIEGO, CA  92113",6286071.25963,1834929.64169,Northgate Supermarket
4243,ACTIVE,21,2012-12-26T,"601 PACIFIC HWY, STE A, SAN DIEGO, CA  92101",6250951.56594,1874007.8849,G Street Deli
4244,ACTIVE,20,2012-02-29T,"3670 ARIZONA ST, SAN DIEGO, CA  92104-4014",6288558.90685,1852021.92098,Mood Wine
4245,ACTIVE,21,2012-06-26T,"3382 MURPHY CANYON RD, SAN DIEGO, CA  92123-2654",6295612.61231,1873914.19347,Walmart #2177
4246,ACTIVE,20,2011-11-01T,"4180 PARK BLVD, SAN DIEGO, CA  92103",6285977.89752,1855317.78301,Eds Chevron 5
4247,ACTIVE,47,2012-03-19T,"417 CARLSBAD VILLAGE DR, CARLSBAD, CA  92008",6225378.55717,2003298.90233,Fish House Vera Cruz
4248,ACTIVE,41,2012-03-15T,"2816 HISTORIC DECATUR RD, #106, SAN DIEGO, CA  92106",6266374.058,1850309.42,Sushi Mura
4249,ACTIVE,47,2012-09-18T,"695 6TH AVE, SAN DIEGO, CA  92101",-1,-1,Counter Burger
4250,ACTIVE,21,2012-09-07T,"710 DENNERY RD, SAN DIEGO, CA  92154-8400",6319876.73489,1792192.53613,Walmart 2150
4251,ACTIVE,21,2012-05-17T,"201 OAK AVE, CARLSBAD, CA  92008",6224933.57477,2002445.65284,7-Eleven
4252,ACTIVE,47,2012-04-05T,"1863 5TH AVE, SAN DIEGO, CA  92101-2712",6303761.282,1984958.165,Tin Can Alehouse On Fifth
4253,SUREND,47,2012-01-09T,"307 VISTA VILLAGE DR, VISTA, CA  92083-4991",6256385.78234,2017819.95832,Mortonys Pasta House
4254,ACTIVE,41,2011-12-07T,"3440 DEL LAGO BLVD, STE H, ESCONDIDO, CA  92029-7430",6310077.68539,1970428.48315,Sport Sushi
4255,ACTIVE,47,2012-09-12T,"1469-1475 UNIVERSITY AVE, SAN DIEGO, CA  92103",6288362,1853265,Exotic Bamboo
4256,ACTIVE,47,2012-08-21T,"555 BROADWAY, STE 116, CHULA VISTA, CA  91910",6304135.84641,1809953.98539,Buffalo Wild Wings Grill & Bar
4257,ACTIVE,47,2012-05-15T,"344 S TWIN OAKS VALLEY RD, STE 147, SAN MARCOS, CA  92078",6281663.82728,1992579.53737,Prime Cut Grill & Bar
4258,ACTIVE,47,2012-02-14T,"12642 POWAY RD, STE 18, POWAY, CA  92064-4453",6314016.28073,1928451.98231,Lucs Bistro
4259,ACTIVE,47,2013-04-29T,"116 ORANGE AVE, CORONADO, CA  92118",6277708.94508,1835199.66627,Saiko Sushi
4260,ACTIVE,47,2012-03-08T,"1328 CAMINO DEL MAR, DEL MAR, CA  92014-2508",-1,-1,Crepes & Corks Restaurant & Winebar
4261,ACTIVE,47,2012-02-15T,"5970 AVENIDA ENCINAS, CARLSBAD, CA  92008",-1,-1,Sammys Woodfired Pizza & Grill
4262,ACTIVE,21,2012-01-23T,"750 13TH ST, STE A7, IMPERIAL BEACH, CA  91932",-1,-1,Ashur Liquor
4263,ACTIVE,47,2012-10-23T,"345 6TH AVE, SAN DIEGO, CA  92101",-1,-1,Gang Kitchen
4264,ACTIVE,47,2012-06-26T,"238 5TH AVE, SAN DIEGO, CA  92101-6958",6303400.752,1984758.149,Toscana Cafe & Wine Bar
4265,ACTIVE,47,2012-07-30T,"801 C ST, SAN DIEGO, CA  92101-5517",6282644.78089,1841701.41975,Haji Baba
4266,ACTIVE,47,2012-03-08T,"502 HORTON PLZ, SAN DIEGO, CA  92101-6125",6277833.395,1849912.674,Mad House Comedy
4267,ACTIVE,41,2012-05-03T,"7905 ENGINEER RD, STE A, SAN DIEGO, CA  92111-1930",6284345.22788,1881483.53451,Sushi Yaro
4268,ACTIVE,47,2013-05-03T,"6323 IMPERIAL AVE, SAN DIEGO, CA  92114-4215",6311967.48371,1839001.74768,Alpha Center
4269,SUREND,47,2012-05-04T,"1263 UNIVERSITY AVE, SAN DIEGO, CA  92103-3311",6284350.899,1853147.148,Range The
4270,ACTIVE,47,2012-06-26T,"415 BROADWAY, CHULA VISTA, CA  91910-4303",6302969.94235,1811460.2305,Mariscos Negro Durazo
4271,ACTIVE,21,2012-10-15T,"836 PALM AVE, IMPERIAL BEACH, CA  91932-1529",6303393.93887,1828400.4387,Wallys Marketplace
4272,SUREND,42,2012-02-23T,"818 6TH AVE, B, SAN DIEGO, CA  92101",-1,-1,American Comedy Club The
4273,ACTIVE,41,2012-01-17T,"8131 BROADWAY, LEMON GROVE, CA  91945",6324351.5,1851190.338,Casa Del Sol Mexican Restaurant
4274,ACTIVE,41,2011-12-23T,"6925 LINDA VISTA RD, STE B, SAN DIEGO, CA  92111-6362",6278657.23577,1866427.43722,Bale Restaurant & Deli
4275,ACTIVE,20,2011-11-17T,"3334 ADAMS AVE, SAN DIEGO, CA  92116-1820",6293604.50367,1858723.80728,Bine & Vine Bottle Shop
4276,ACTIVE,21,2012-02-15T,"1497 13TH ST, IMPERIAL BEACH, CA  91932",6298128.232,1788010.19,Neighbors Market
4277,ACTIVE,41,2012-04-12T,"1702 INDIA ST, SAN DIEGO, CA  92101",6279319.02879,1844189.00406,Pizza Artigiana
4278,ACTIVE,47,2012-01-31T,"9566 MURRAY DR, LA MESA, CA  91942",6333845.15854,1864373.61111,Junction Steakhouse And Sportsbar The
4279,ACTIVE,21,2012-01-09T,"2931 EL CAJON BLVD, SAN DIEGO, CA  92104-2039",6290895.28275,1855607.32716,Pacific Liquor
4280,ACTIVE,21,2012-01-10T,"4979 CASS ST, SAN DIEGO, CA  92109-2039",6253159.74816,1874362.5033,Jug Liquor
4281,ACTIVE,47,2012-05-23T,"731 5TH AVE, UPPER LEVEL, SAN DIEGO, CA  92101",6304467.834,1985558.905,
4282,ACTIVE,47,2012-04-02T,"3805 MURPHY CANYON RD, SAN DIEGO, CA  92123",6295656.0619,1876279.64344,Holiday Inn San Diego
4283,ACTIVE,20,2012-03-01T,"2903 JAMACHA RD, EL CAJON, CA  92019",6349851.35775,1849821.81349,Circle K Store 2709475
4284,ACTIVE,20,2012-02-28T,"1990 COLLEGE BLVD, OCEANSIDE, CA  92056-5939",6245099.19463,2020685.93289,Circle K Store 2709478
4285,ACTIVE,20,2012-02-28T,"2750 VIA DE LA VALLE, SAN DIEGO, CA  92014",6255422.68894,1937977.17979,Circle K Store 2709449
4286,ACTIVE,20,2012-02-28T,"11898 RANCHO BERNARDO RD, SAN DIEGO, CA  92128",6308843.99979,1953091.42934,Circle K Store 2709452
4287,ACTIVE,20,2012-02-28T,"10555 SCRIPPS POWAY PKWY, SAN DIEGO, CA  92131",-1,-1,Circle K Store 2709476
4288,ACTIVE,20,2012-02-28T,"13007 CAMINO DEL SUR HWY 56, SAN DIEGO, CA  92126",-1,-1,Circle K Store 2709485
4289,ACTIVE,41,2011-11-14T,"3807 5TH AVE, SAN DIEGO, CA  92103-3140",6304467.834,1985558.905,Pho Fifth Avenue
4290,ACTIVE,41,2012-06-19T,"423 F ST, SAN DIEGO, CA  92101",6281518.64358,1840559.51399,Bite Me
4291,ACTIVE,41,2011-12-22T,"2400 HISTORIC DECATUR RD, STE 100, SAN DIEGO, CA  92106-6158",6264414.22934,1848851.16531,Luna Grill
4292,ACTIVE,47,2011-12-19T,"3940 4TH AVE, STE 200, SAN DIEGO, CA  92103",-1,-1,Martinis Above Fourth
4293,ACTIVE,41,2011-10-19T,"1445 INDIA ST, SAN DIEGO, CA  92101-2418",6279146.7697,1843231.85817,Enoteca Style
4294,ACTIVE,21,2011-12-07T,"2700 STATE ST, CARLSBAD, CA  92008-1628",6224663.48181,2004596.72856,Fiesta Liquor
4295,ACTIVE,41,2012-03-20T,"461 SANTA FE DR, ENCINITAS, CA  92024-5134",6245265.69805,1958071.60774,Encinitas Sushi Lounge
4296,ACTIVE,41,2012-01-11T,"6110 FRIARS RD, STE 111, SAN DIEGO, CA  92108-1079",6274809.18968,1860003.49246,Oliva Ristorante & Pizzeria
4297,ACTIVE,41,2011-12-27T,"13437 COMMUNITY RD, POWAY, CA  92064-4723",6319060.61428,1929938.3824,Blue Frogs Sports Bar And Grill
4298,ACTIVE,41,2012-07-24T,"840 5TH AVE, STE 200, SAN DIEGO, CA  92101-6100",6304467.834,1985558.905,Area 51 Ultra Lounge
